PosX,PosY,SurfaceValue
-4.09091,-1.06061,2.073
-3.48485,-2.57576,1.4511
-2.27273,-2.57576,1.37855
-3.78788,-1.06061,1.64112
1.36364,-4.69697,0
-3.48485,-1.06061,1.80351
-2.87879,-1.06061,1.47529
1.9697,-1.9697,1.49601
-2.57576,-1.06061,1.43728
-1.9697,-1.06061,1.49947
-1.36364,-3.18182,1.58239
-1.66667,-1.06061,1.50984
-0.757576,-1.06061,1.56857
-1.9697,-1.66667,1.42346
-0.454545,-1.06061,1.54438
2.87879,-4.69697,0
0.151515,-1.06061,1.50293
0.757576,-1.06061,1.47183
1.66667,-1.06061,1.87261
1.9697,-1.06061,1.36127
-4.39394,-1.36364,2.98512
2.57576,-1.06061,1.3129
2.87879,-1.06061,1.29217
3.78788,-1.06061,1.24725
4.09091,-1.06061,1.5893
4.39394,-1.06061,1.29562
5,-1.06061,0
-2.57576,-1.36364,1.38891
-4.69697,-1.36364,0
-4.09091,-1.36364,2.01081
-3.78788,-1.36364,1.74478
-3.48485,-1.36364,1.63076
-2.27273,-1.36364,1.37509
2.27273,-3.48485,1.69986
-1.36364,-1.36364,1.47529
-0.757576,-1.36364,1.72405
-0.151515,-1.36364,1.52366
0.151515,-1.36364,1.50984
1.36364,-1.36364,1.89334
2.27273,-1.36364,1.3129
2.57576,-1.36364,1.27489
3.48485,-1.36364,1.23344
3.78788,-1.36364,1.25762
4.39394,-1.36364,1.29217
-0.151515,-2.27273,1.54093
-5,-1.66667,3.05422
-4.09091,-4.69697,1.1436
-2.27273,-1.66667,1.37163
-1.66667,-1.66667,1.46837
-1.36364,-1.66667,1.46837
-0.757576,-1.66667,1.56511
-1.66667,-4.39394,0
-0.151515,-1.66667,1.52711
1.9697,-1.66667,1.44764
2.27273,-1.66667,1.64458
2.57576,-1.66667,1.30254
2.87879,-1.66667,1.31635
-4.69697,-1.9697,3.28225
3.48485,-1.66667,1.93825
4.39394,-1.66667,1.31981
-5,-1.9697,3.14405
3.18182,-3.18182,1.54093
-4.39394,-1.9697,1.73096
-4.09091,-1.9697,2.9022
-3.78788,-1.9697,1.86224
-3.48485,-1.9697,1.43383
-3.18182,-1.9697,1.35436
-2.27273,-1.9697,1.38891
-5,-3.18182,0
-1.9697,-1.9697,1.42692
-1.06061,-1.9697,1.4891
-0.454545,-1.9697,1.53057
0.757576,-1.9697,1.58584
5,-2.57576,0
1.06061,-1.9697,2.01772
1.66667,-1.9697,1.61003
3.18182,-1.9697,1.23689
3.48485,-1.9697,1.20925
3.78788,-1.9697,1.23689
4.09091,-1.9697,1.25417
-2.27273,-3.18182,1.53057
4.39394,-1.9697,1.36472
1.66667,-2.57576,1.61694
4.69697,-1.9697,1.43728
5,-1.9697,0
-4.09091,-2.27273,1.57894
-3.48485,-2.27273,1.47183
1.06061,-4.69697,0
-3.18182,-2.27273,1.33363
-2.87879,-2.27273,1.28181
-2.57576,-2.27273,1.29562
-2.27273,-2.27273,1.38546
-1.36364,-2.27273,1.45801
0.151515,-2.27273,1.6584
1.66667,-2.27273,1.64458
2.27273,-2.27273,1.41309
2.87879,-2.27273,1.26798
3.18182,-2.27273,1.26798
4.09091,-2.27273,1.34745
4.69697,-2.27273,1.36472
-4.69697,-2.57576,0
3.78788,-2.87879,1.85879
-3.18182,-2.57576,1.38546
-3.78788,-2.87879,1.5513
-2.87879,-2.57576,1.36472
-0.454545,-2.57576,1.53057
-0.151515,-2.57576,1.5202
1.66667,-3.48485,1.91061
0.151515,-2.57576,1.66531
0.454545,-2.57576,2.15247
2.57576,-2.57576,1.54438
3.18182,-2.57576,1.29562
3.48485,-2.57576,2.22848
4.69697,-2.57576,1.34745
-5,-2.87879,0
-4.39394,-2.87879,0
2.27273,-2.87879,1.57548
-3.48485,-2.87879,1.59621
-2.57576,-2.87879,1.38891
-0.757576,-4.69697,0
-2.27273,-2.87879,1.41655
-1.66667,-2.87879,1.66876
-4.39394,-3.18182,0
-0.454545,-2.87879,1.4891
-0.151515,-2.87879,1.53402
0.151515,-2.87879,2.28376
0.454545,-2.87879,2.1801
1.06061,-2.87879,1.84497
1.36364,-2.87879,1.80006
1.66667,-2.87879,1.63767
-2.57576,-3.48485,1.59967
1.9697,-2.87879,1.58584
2.87879,-2.87879,1.54438
4.69697,-2.87879,1.9348
5,-2.87879,0
-4.09091,-3.18182,2.9333
-3.78788,-3.18182,1.68604
-3.48485,-3.18182,1.64458
-3.18182,-3.18182,1.52366
-2.87879,-3.18182,1.44419
2.57576,-3.48485,1.74132
-2.57576,-3.18182,1.4822
-1.9697,-3.18182,1.61348
-1.06061,-3.18182,1.46492
-0.757576,-3.18182,1.4891
-0.454545,-3.18182,1.62731
-0.151515,-3.18182,1.66876
0.757576,-3.18182,2.12137
1.36364,-3.18182,1.91407
-4.39394,-3.48485,0
1.66667,-3.18182,1.73096
2.57576,-3.18182,1.60312
2.87879,-3.18182,1.74132
4.39394,-3.18182,1.53057
4.69697,-3.18182,3.03349
-4.69697,-3.48485,0
-4.09091,-3.48485,0
-3.78788,-3.48485,2.09373
4.09091,-3.48485,1.54784
-3.48485,-3.48485,1.63767
-3.18182,-3.48485,1.53057
-2.87879,-3.48485,1.59967
-2.27273,-3.48485,1.63421
-1.9697,-3.48485,1.69295
-1.36364,-3.48485,2.53597
0.454545,-4.69697,1.51329
-1.06061,-3.48485,1.48565
-0.757576,-3.48485,1.60658
0.454545,-3.48485,2.726
0.757576,-3.48485,2.07991
-4.69697,-4.39394,0
-4.09091,-4.39394,0
-3.78788,-4.39394,0
-3.48485,-4.39394,0
-2.57576,-4.39394,0
-2.27273,-4.39394,0
-1.9697,-4.39394,0
-1.06061,-4.39394,0.00691
3.18182,-5,0
-0.757576,-4.39394,0
-0.151515,-4.39394,0
0.151515,-4.39394,0
0.454545,-4.39394,0
0.757576,-4.39394,0
1.06061,-4.39394,0
1.66667,-4.39394,0
1.9697,-4.39394,0
2.27273,-4.39394,0.742825
3.18182,-4.39394,0
3.48485,-4.39394,0
3.78788,-4.39394,0
4.39394,-4.39394,0
4.69697,-4.39394,0
5,-4.39394,0
-4.69697,-4.69697,0
-4.39394,-4.69697,0
-3.78788,-4.69697,0
-3.18182,-4.69697,1.50638
-2.57576,-4.69697,0
-1.9697,-4.69697,0
-1.36364,-4.69697,0
-1.06061,-4.69697,0
-0.151515,-4.69697,0
0.151515,-4.69697,0
1.66667,-4.69697,0
3.18182,-4.69697,0
4.69697,-4.69697,0
-5,-5,0
-4.69697,-5,0
-4.39394,-5,0
-4.09091,-5,0
-3.78788,-5,0
-3.48485,-5,0
-3.18182,-5,0
-2.57576,-5,0
-2.27273,-5,0
-1.66667,-5,0
-1.36364,-5,0
-0.454545,-5,0
-0.151515,-5,0
0.151515,-5,0
0.757576,-5,0
1.06061,-5,0
1.36364,-5,0
2.27273,-5,0
2.87879,-5,0
3.78788,-5,0
4.09091,-5,0
4.39394,-5,0
4.69697,-5,0
5,-5,0
